timestamp,elapsed_min,cell_voltage_v,charge_current_mA,temperature_c,relay_state,soc_percent,setpoint_low_v,setpoint_high_v,pid_setpoint_v,voltage_error_v,pid_integral_v_min,pid_bias_percent,pid_p_percent,pid_i_percent,pid_d_percent,pid_raw_percent,pid_output_percent,pid_relay_request,temperature_cutoff_c,mode,fault_reason
2026-04-24T09:30:00,30.0,3.9063,532.0,26.6,1,58.7,3.85,4.0,3.925,0.0187,1.2352,50.0,15.91,2.96,0.41,69.3,69.3,1,45.0,charging,
2026-04-24T09:31:00,31.0,3.9106,569.7,26.61,1,59.0,3.85,4.0,3.925,0.0144,1.2496,50.0,12.21,3.0,-0.24,65.0,65.0,1,45.0,charging,
2026-04-24T09:32:00,32.0,3.9131,536.5,26.67,1,59.3,3.85,4.0,3.925,0.0119,1.2614,50.0,10.09,3.03,-0.14,63.0,63.0,1,45.0,charging,
2026-04-24T09:33:00,33.0,3.9127,513.7,26.75,1,59.7,3.85,4.0,3.925,0.0123,1.2737,50.0,10.45,3.06,0.02,63.5,63.5,1,45.0,charging,
2026-04-24T09:34:00,34.0,3.9009,523.4,26.72,1,60.0,3.85,4.0,3.925,0.0241,1.2978,50.0,20.51,3.11,0.65,74.3,74.3,1,45.0,charging,
2026-04-24T09:35:00,35.0,3.9235,562.7,26.73,1,60.3,3.85,4.0,3.925,0.0015,1.2994,50.0,1.28,3.12,-1.24,53.2,53.2,1,45.0,charging,
2026-04-24T09:36:00,36.0,3.9188,493.1,26.85,1,60.6,3.85,4.0,3.925,0.0062,1.3056,50.0,5.3,3.13,0.26,58.7,58.7,1,45.0,charging,
2026-04-24T09:37:00,37.0,3.9129,495.6,26.85,1,60.9,3.85,4.0,3.925,0.0121,1.3176,50.0,10.25,3.16,0.32,63.7,63.7,1,45.0,charging,
2026-04-24T09:38:00,38.0,3.9263,519.7,26.86,1,61.2,3.85,4.0,3.925,-0.0013,1.3163,50.0,-1.12,3.16,-0.74,51.3,51.3,1,45.0,charging,
2026-04-24T09:39:00,39.0,3.9227,473.3,26.91,1,61.5,3.85,4.0,3.925,0.0023,1.3186,50.0,1.95,3.16,0.2,55.3,55.3,1,45.0,charging,
2026-04-24T09:40:00,40.0,3.9222,476.9,26.95,1,61.8,3.85,4.0,3.925,0.0028,1.3214,50.0,2.38,3.17,0.03,55.6,55.6,1,45.0,charging,
2026-04-24T09:41:00,41.0,3.9246,521.9,27.03,1,62.1,3.85,4.0,3.925,0.0004,1.3218,50.0,0.32,3.17,-0.13,53.4,53.4,1,45.0,charging,
2026-04-24T09:42:00,42.0,3.9276,466.0,27.05,1,62.4,3.85,4.0,3.925,-0.0026,1.3192,50.0,-2.23,3.17,-0.16,50.8,50.8,1,45.0,charging,
2026-04-24T09:43:00,43.0,3.9283,496.0,27.06,1,62.7,3.85,4.0,3.925,-0.0033,1.3159,50.0,-2.79,3.16,-0.04,50.3,50.3,1,45.0,charging,
2026-04-24T09:44:00,44.0,3.9315,466.4,27.07,1,63.0,3.85,4.0,3.925,-0.0065,1.3094,50.0,-5.5,3.14,-0.17,47.5,47.5,0,45.0,charging,
2026-04-24T09:45:00,45.0,3.929,442.4,27.0,1,63.2,3.85,4.0,3.925,-0.004,1.3055,50.0,-3.36,3.13,0.14,49.9,49.9,0,45.0,charging,
2026-04-24T09:46:00,46.0,3.9362,472.7,27.08,1,63.5,3.85,4.0,3.925,-0.0112,1.2943,50.0,-9.5,3.11,-0.4,43.2,43.2,0,45.0,charging,
2026-04-24T09:47:00,47.0,3.938,457.7,27.04,1,63.8,3.85,4.0,3.925,-0.013,1.2813,50.0,-11.03,3.08,-0.1,42.0,42.0,0,45.0,charging,
2026-04-24T09:48:00,48.0,3.9334,444.3,27.0,1,64.1,3.85,4.0,3.925,-0.0084,1.2729,50.0,-7.11,3.06,0.25,46.2,46.2,0,45.0,charging,
2026-04-24T09:49:00,49.0,3.9335,484.7,26.97,1,64.4,3.85,4.0,3.925,-0.0085,1.2644,50.0,-7.22,3.03,-0.01,45.8,45.8,0,45.0,charging,
2026-04-24T09:50:00,50.0,3.9385,427.6,27.02,1,64.6,3.85,4.0,3.925,-0.0135,1.2509,50.0,-11.52,3.0,-0.28,41.2,41.2,0,45.0,charging,
2026-04-24T09:51:00,51.0,3.9401,444.4,26.97,1,64.9,3.85,4.0,3.925,-0.0151,1.2358,50.0,-12.86,2.97,-0.09,40.0,40.0,0,45.0,charging,
2026-04-24T09:52:00,52.0,3.9429,436.8,26.87,1,65.1,3.85,4.0,3.925,-0.0179,1.2179,50.0,-15.21,2.92,-0.15,37.6,37.6,0,45.0,charging,
2026-04-24T09:53:00,53.0,3.9416,426.5,26.84,1,65.4,3.85,4.0,3.925,-0.0166,1.2013,50.0,-14.08,2.88,0.07,38.9,38.9,0,45.0,charging,
2026-04-24T09:54:00,54.0,3.9555,408.1,26.78,1,65.6,3.85,4.0,3.925,-0.0305,1.1708,50.0,-25.95,2.81,-0.77,26.1,26.1,0,45.0,charging,
2026-04-24T09:55:00,55.0,3.9415,388.8,26.75,1,65.9,3.85,4.0,3.925,-0.0165,1.1543,50.0,-14.0,2.77,0.77,39.5,39.5,0,45.0,charging,
2026-04-24T09:56:00,56.0,3.9445,436.3,26.71,1,66.1,3.85,4.0,3.925,-0.0195,1.1348,50.0,-16.61,2.72,-0.17,35.9,35.9,0,45.0,charging,
2026-04-24T09:57:00,57.0,3.9517,405.6,26.71,1,66.4,3.85,4.0,3.925,-0.0267,1.1081,50.0,-22.7,2.66,-0.39,29.6,29.6,0,45.0,charging,
2026-04-24T09:58:00,58.0,3.9464,400.2,26.63,1,66.6,3.85,4.0,3.925,-0.0214,1.0867,50.0,-18.16,2.61,0.29,34.7,34.7,0,45.0,charging,
2026-04-24T09:59:00,59.0,3.9464,411.8,26.61,1,66.9,3.85,4.0,3.925,-0.0214,1.0653,50.0,-18.19,2.56,-0.0,34.4,34.4,0,45.0,charging,
2026-04-24T10:00:00,60.0,3.952,429.9,26.62,1,67.1,3.85,4.0,3.925,-0.027,1.0383,50.0,-22.91,2.49,-0.31,29.3,29.3,0,45.0,charging,
2026-04-24T10:01:00,61.0,3.9472,368.9,26.57,1,67.4,3.85,4.0,3.925,-0.0222,1.0162,50.0,-18.86,2.44,0.26,33.8,33.8,0,45.0,charging,
2026-04-24T10:02:00,62.0,3.9541,413.3,26.6,1,67.6,3.85,4.0,3.925,-0.0291,0.9871,50.0,-24.71,2.37,-0.38,27.3,27.3,0,45.0,charging,
2026-04-24T10:03:00,63.0,3.9529,366.6,26.64,1,67.8,3.85,4.0,3.925,-0.0279,0.9592,50.0,-23.69,2.3,0.07,28.7,28.7,0,45.0,charging,
2026-04-24T10:04:00,64.0,3.9523,383.0,26.63,1,68.1,3.85,4.0,3.925,-0.0273,0.9319,50.0,-23.22,2.24,0.03,29.0,29.0,0,45.0,charging,
2026-04-24T10:05:00,65.0,3.9597,386.5,26.58,1,68.3,3.85,4.0,3.925,-0.0347,0.8972,50.0,-29.48,2.15,-0.4,22.3,22.3,0,45.0,charging,
2026-04-24T10:06:00,66.0,3.9597,361.5,26.49,1,68.5,3.85,4.0,3.925,-0.0347,0.8625,50.0,-29.49,2.07,-0.0,22.6,22.6,0,45.0,charging,
2026-04-24T10:07:00,67.0,3.9639,366.8,26.4,1,68.7,3.85,4.0,3.925,-0.0389,0.8237,50.0,-33.04,1.98,-0.23,18.7,18.7,0,45.0,charging,
2026-04-24T10:08:00,68.0,3.9538,328.2,26.34,1,68.9,3.85,4.0,3.925,-0.0288,0.7949,50.0,-24.47,1.91,0.55,28.0,28.0,0,45.0,charging,
2026-04-24T10:09:00,69.0,3.9619,390.0,26.37,1,69.2,3.85,4.0,3.925,-0.0369,0.758,50.0,-31.36,1.82,-0.45,20.0,20.0,0,45.0,charging,
2026-04-24T10:10:00,70.0,3.9574,329.1,26.33,1,69.4,3.85,4.0,3.925,-0.0324,0.7255,50.0,-27.57,1.74,0.25,24.4,24.4,0,45.0,charging,
2026-04-24T10:11:00,71.0,3.9606,349.7,26.3,1,69.6,3.85,4.0,3.925,-0.0356,0.6899,50.0,-30.25,1.66,-0.17,21.2,21.2,0,45.0,charging,
2026-04-24T10:12:00,72.0,3.9656,369.4,26.29,1,69.8,3.85,4.0,3.925,-0.0406,0.6493,50.0,-34.55,1.56,-0.28,16.7,16.7,0,45.0,charging,
2026-04-24T10:13:00,73.0,3.968,337.8,26.18,1,70.0,3.85,4.0,3.925,-0.043,0.6063,50.0,-36.56,1.46,-0.13,14.8,14.8,0,45.0,charging,
2026-04-24T10:14:00,74.0,3.9673,319.0,26.15,1,70.2,3.85,4.0,3.925,-0.0423,0.564,50.0,-35.96,1.35,0.04,15.4,15.4,0,45.0,charging,
2026-04-24T10:15:00,75.0,3.9685,345.2,26.22,1,70.4,3.85,4.0,3.925,-0.0435,0.5205,50.0,-36.98,1.25,-0.07,14.2,14.2,0,45.0,charging,
2026-04-24T10:16:00,76.0,3.9626,365.3,26.26,1,70.6,3.85,4.0,3.925,-0.0376,0.4829,50.0,-31.94,1.16,0.33,19.5,19.5,0,45.0,charging,
2026-04-24T10:17:00,77.0,3.9738,329.0,26.22,1,70.8,3.85,4.0,3.925,-0.0488,0.4341,50.0,-41.51,1.04,-0.62,8.9,8.9,0,45.0,charging,
2026-04-24T10:18:00,78.0,3.9746,329.7,26.1,1,71.0,3.85,4.0,3.925,-0.0496,0.3844,50.0,-42.2,0.92,-0.04,8.7,8.7,0,45.0,charging,
2026-04-24T10:19:00,79.0,3.967,338.8,26.08,1,71.2,3.85,4.0,3.925,-0.042,0.3424,50.0,-35.67,0.82,0.42,15.6,15.6,0,45.0,charging,
2026-04-24T10:20:00,80.0,3.9741,353.9,26.09,1,71.4,3.85,4.0,3.925,-0.0491,0.2933,50.0,-41.77,0.7,-0.39,8.5,8.5,0,45.0,charging,
2026-04-24T10:21:00,81.0,3.9687,308.9,26.08,1,71.6,3.85,4.0,3.925,-0.0437,0.2496,50.0,-37.11,0.6,0.3,13.8,13.8,0,45.0,charging,
2026-04-24T10:22:00,82.0,3.9789,343.3,26.08,1,71.8,3.85,4.0,3.925,-0.0539,0.1958,50.0,-45.78,0.47,-0.56,4.1,4.1,0,45.0,charging,
2026-04-24T10:23:00,83.0,3.9677,283.2,26.05,1,72.0,3.85,4.0,3.925,-0.0427,0.1531,50.0,-36.26,0.37,0.62,14.7,14.7,0,45.0,charging,
2026-04-24T10:24:00,84.0,3.9784,326.4,26.01,1,72.2,3.85,4.0,3.925,-0.0534,0.0997,50.0,-45.37,0.24,-0.59,4.3,4.3,0,45.0,charging,
2026-04-24T10:25:00,85.0,3.9809,319.3,25.93,1,72.4,3.85,4.0,3.925,-0.0559,0.0438,50.0,-47.52,0.11,-0.14,2.4,2.4,0,45.0,charging,
2026-04-24T10:26:00,86.0,3.9793,301.4,25.98,1,72.6,3.85,4.0,3.925,-0.0543,-0.0105,50.0,-46.17,-0.03,0.09,3.9,3.9,0,45.0,charging,
2026-04-24T10:27:00,87.0,3.979,330.1,25.97,1,72.8,3.85,4.0,3.925,-0.054,-0.0645,50.0,-45.89,-0.15,0.02,4.0,4.0,0,45.0,charging,
2026-04-24T10:28:00,88.0,3.9853,305.2,25.89,1,73.0,3.85,4.0,3.925,-0.0603,-0.1247,50.0,-51.24,-0.3,-0.35,-1.9,0.0,0,45.0,charging,
2026-04-24T10:29:00,89.0,3.9813,276.6,25.82,1,73.1,3.85,4.0,3.925,-0.0563,-0.181,50.0,-47.84,-0.43,0.22,1.9,1.9,0,45.0,charging,
2026-04-24T10:30:00,90.0,3.9869,304.8,25.83,1,73.3,3.85,4.0,3.925,-0.0619,-0.2429,50.0,-52.61,-0.58,-0.31,-3.5,0.0,0,45.0,charging,
2026-04-24T10:31:00,91.0,3.9842,268.1,25.78,1,73.5,3.85,4.0,3.925,-0.0592,-0.3022,50.0,-50.35,-0.73,0.15,-0.9,0.0,0,45.0,charging,
2026-04-24T10:32:00,92.0,3.9802,284.2,25.79,1,73.6,3.85,4.0,3.925,-0.0552,-0.3573,50.0,-46.88,-0.86,0.22,2.5,2.5,0,45.0,charging,
2026-04-24T10:33:00,93.0,3.9897,310.9,25.8,1,73.8,3.85,4.0,3.925,-0.0647,-0.422,50.0,-54.98,-1.01,-0.52,-6.5,0.0,0,45.0,charging,
2026-04-24T10:34:00,94.0,3.9796,265.0,25.87,1,74.0,3.85,4.0,3.925,-0.0546,-0.4766,50.0,-46.45,-1.14,0.55,3.0,3.0,0,45.0,charging,
2026-04-24T10:35:00,95.0,3.9898,294.3,25.86,1,74.2,3.85,4.0,3.925,-0.0648,-0.5415,50.0,-55.09,-1.3,-0.56,-6.9,0.0,0,45.0,charging,
2026-04-24T10:36:00,96.0,3.9875,276.9,25.85,1,74.3,3.85,4.0,3.925,-0.0625,-0.6039,50.0,-53.09,-1.45,0.13,-4.4,0.0,0,45.0,charging,
2026-04-24T10:37:00,97.0,3.9894,280.5,25.87,1,74.5,3.85,4.0,3.925,-0.0644,-0.6684,50.0,-54.78,-1.6,-0.11,-6.5,0.0,0,45.0,charging,
2026-04-24T10:38:00,98.0,3.9884,289.7,25.82,1,74.7,3.85,4.0,3.925,-0.0634,-0.7317,50.0,-53.85,-1.76,0.06,-5.5,0.0,0,45.0,charging,
2026-04-24T10:39:00,99.0,3.9909,262.3,25.84,1,74.8,3.85,4.0,3.925,-0.0659,-0.7976,50.0,-56.03,-1.91,-0.14,-8.1,0.0,0,45.0,charging,
2026-04-24T10:40:00,100.0,3.991,287.9,25.94,1,75.0,3.85,4.0,3.925,-0.066,-0.8636,50.0,-56.08,-2.07,-0.0,-8.2,0.0,0,45.0,charging,
2026-04-24T10:41:00,101.0,3.9927,279.4,25.87,1,75.2,3.85,4.0,3.925,-0.0677,-0.9313,50.0,-57.53,-2.24,-0.09,-9.9,0.0,0,45.0,charging,
2026-04-24T10:42:00,102.0,3.9851,251.7,25.86,1,75.3,3.85,4.0,3.925,-0.0601,-0.9914,50.0,-51.1,-2.38,0.42,-3.1,0.0,0,45.0,charging,
2026-04-24T10:43:00,103.0,3.9946,300.4,25.88,1,75.5,3.85,4.0,3.925,-0.0696,-1.061,50.0,-59.12,-2.55,-0.52,-12.2,0.0,0,45.0,charging,
2026-04-24T10:44:00,104.0,3.9866,255.4,25.81,1,75.7,3.85,4.0,3.925,-0.0616,-1.1226,50.0,-52.38,-2.69,0.44,-4.6,0.0,0,45.0,charging,
2026-04-24T10:45:00,105.0,3.9943,282.1,25.69,1,75.8,3.85,4.0,3.925,-0.0693,-1.1919,50.0,-58.9,-2.86,-0.42,-12.2,0.0,0,45.0,charging,
2026-04-24T10:46:00,106.0,4.0028,257.1,25.62,1,76.0,3.85,4.0,3.925,-0.0778,-1.2697,50.0,-66.12,-3.05,-0.47,-19.6,0.0,0,45.0,charging,
2026-04-24T10:47:00,107.0,3.9378,4.8,25.59,0,75.9,3.85,4.0,3.925,-0.0128,-1.2825,50.0,-10.89,-3.08,3.57,39.6,39.6,0,45.0,idle,
2026-04-24T10:48:00,108.0,3.9392,2.9,25.52,0,75.9,3.85,4.0,3.925,-0.0142,-1.2966,50.0,-12.03,-3.11,-0.07,34.8,34.8,0,45.0,idle,
2026-04-24T10:49:00,109.0,3.9371,3.3,25.49,0,75.9,3.85,4.0,3.925,-0.0121,-1.3088,50.0,-10.33,-3.14,0.11,36.6,36.6,0,45.0,idle,
2026-04-24T10:50:00,110.0,3.935,0.0,25.41,0,75.8,3.85,4.0,3.925,-0.01,-1.3187,50.0,-8.46,-3.16,0.12,38.5,38.5,0,45.0,idle,
2026-04-24T10:51:00,111.0,3.9414,0.8,25.32,0,75.8,3.85,4.0,3.925,-0.0164,-1.3351,50.0,-13.93,-3.2,-0.35,32.5,32.5,0,45.0,idle,
2026-04-24T10:52:00,112.0,3.9397,0.0,25.31,0,75.8,3.85,4.0,3.925,-0.0147,-1.3498,50.0,-12.49,-3.24,0.09,34.4,34.4,0,45.0,idle,
2026-04-24T10:53:00,113.0,3.9296,1.4,25.24,0,75.7,3.85,4.0,3.925,-0.0046,-1.3545,50.0,-3.94,-3.25,0.55,43.4,43.4,0,45.0,idle,
2026-04-24T10:54:00,114.0,3.944,4.4,25.22,0,75.7,3.85,4.0,3.925,-0.019,-1.3735,50.0,-16.14,-3.3,-0.79,29.8,29.8,0,45.0,idle,
2026-04-24T10:55:00,115.0,3.9316,2.3,25.17,0,75.6,3.85,4.0,3.925,-0.0066,-1.38,50.0,-5.6,-3.31,0.68,41.8,41.8,0,45.0,idle,
2026-04-24T10:56:00,116.0,3.938,0.5,25.14,0,75.6,3.85,4.0,3.925,-0.013,-1.393,50.0,-11.03,-3.34,-0.35,35.3,35.3,0,45.0,idle,
2026-04-24T10:57:00,117.0,3.9352,2.2,25.1,0,75.6,3.85,4.0,3.925,-0.0102,-1.4032,50.0,-8.63,-3.37,0.15,38.2,38.2,0,45.0,idle,
2026-04-24T10:58:00,118.0,3.9422,1.0,25.07,0,75.5,3.85,4.0,3.925,-0.0172,-1.4204,50.0,-14.62,-3.41,-0.39,31.6,31.6,0,45.0,idle,
2026-04-24T10:59:00,119.0,3.9393,0.0,24.97,0,75.5,3.85,4.0,3.925,-0.0143,-1.4347,50.0,-12.17,-3.44,0.16,34.5,34.5,0,45.0,idle,
2026-04-24T11:00:00,120.0,3.9339,0.0,24.92,0,75.5,3.85,4.0,3.925,-0.0089,-1.4436,50.0,-7.6,-3.46,0.3,39.2,39.2,0,45.0,idle,
2026-04-24T11:01:00,121.0,3.9404,0.0,24.89,0,75.4,3.85,4.0,3.925,-0.0154,-1.459,50.0,-13.07,-3.5,-0.35,33.1,33.1,0,45.0,idle,
2026-04-24T11:02:00,122.0,3.9366,0.1,24.82,0,75.4,3.85,4.0,3.925,-0.0116,-1.4706,50.0,-9.83,-3.53,0.21,36.8,36.8,0,45.0,idle,
2026-04-24T11:03:00,123.0,3.9326,0.7,24.74,0,75.4,3.85,4.0,3.925,-0.0076,-1.4782,50.0,-6.47,-3.55,0.22,40.2,40.2,0,45.0,idle,
2026-04-24T11:04:00,124.0,3.9381,4.8,24.69,0,75.3,3.85,4.0,3.925,-0.0131,-1.4913,50.0,-11.1,-3.58,-0.3,35.0,35.0,0,45.0,idle,
2026-04-24T11:05:00,125.0,3.9407,4.1,24.74,0,75.3,3.85,4.0,3.925,-0.0157,-1.507,50.0,-13.38,-3.62,-0.15,32.9,32.9,0,45.0,idle,
2026-04-24T11:06:00,126.0,3.94,1.2,24.64,0,75.3,3.85,4.0,3.925,-0.015,-1.522,50.0,-12.72,-3.65,0.04,33.7,33.7,0,45.0,idle,
2026-04-24T11:07:00,127.0,3.9345,3.8,24.62,0,75.2,3.85,4.0,3.925,-0.0095,-1.5315,50.0,-8.07,-3.68,0.3,38.6,38.6,0,45.0,idle,
2026-04-24T11:08:00,128.0,3.9338,2.7,24.63,0,75.2,3.85,4.0,3.925,-0.0088,-1.5403,50.0,-7.5,-3.7,0.04,38.8,38.8,0,45.0,idle,
2026-04-24T11:09:00,129.0,3.9323,0.0,24.61,0,75.1,3.85,4.0,3.925,-0.0073,-1.5476,50.0,-6.22,-3.71,0.08,40.1,40.1,0,45.0,idle,
2026-04-24T11:10:00,130.0,3.9273,2.3,24.63,0,75.1,3.85,4.0,3.925,-0.0023,-1.5499,50.0,-1.97,-3.72,0.28,44.6,44.6,0,45.0,idle,
2026-04-24T11:11:00,131.0,3.9395,1.4,24.6,0,75.1,3.85,4.0,3.925,-0.0145,-1.5644,50.0,-12.29,-3.75,-0.67,33.3,33.3,0,45.0,idle,
2026-04-24T11:12:00,132.0,3.9325,0.0,24.57,0,75.0,3.85,4.0,3.925,-0.0075,-1.5719,50.0,-6.36,-3.77,0.38,40.3,40.3,0,45.0,idle,
2026-04-24T11:13:00,133.0,3.9333,1.5,24.57,0,75.0,3.85,4.0,3.925,-0.0083,-1.5802,50.0,-7.06,-3.79,-0.05,39.1,39.1,0,45.0,idle,
2026-04-24T11:14:00,134.0,3.9331,5.9,24.49,0,75.0,3.85,4.0,3.925,-0.0081,-1.5883,50.0,-6.9,-3.81,0.01,39.3,39.3,0,45.0,idle,
2026-04-24T11:15:00,135.0,3.9322,5.0,24.52,0,74.9,3.85,4.0,3.925,-0.0072,-1.5955,50.0,-6.16,-3.83,0.05,40.1,40.1,0,45.0,idle,
2026-04-24T11:16:00,136.0,3.9318,0.0,24.55,0,74.9,3.85,4.0,3.925,-0.0068,-1.6023,50.0,-5.75,-3.85,0.03,40.4,40.4,0,45.0,idle,
2026-04-24T11:17:00,137.0,3.934,4.5,24.5,0,74.9,3.85,4.0,3.925,-0.009,-1.6113,50.0,-7.65,-3.87,-0.12,38.4,38.4,0,45.0,idle,
2026-04-24T11:18:00,138.0,3.9286,3.0,24.47,0,74.8,3.85,4.0,3.925,-0.0036,-1.6149,50.0,-3.08,-3.88,0.3,43.3,43.3,0,45.0,idle,
2026-04-24T11:19:00,139.0,3.9297,0.2,24.42,0,74.8,3.85,4.0,3.925,-0.0047,-1.6196,50.0,-3.98,-3.89,-0.06,42.1,42.1,0,45.0,idle,
2026-04-24T11:20:00,140.0,3.9304,1.6,24.37,0,74.8,3.85,4.0,3.925,-0.0054,-1.625,50.0,-4.57,-3.9,-0.04,41.5,41.5,0,45.0,idle,
2026-04-24T11:21:00,141.0,3.9324,1.8,24.32,0,74.7,3.85,4.0,3.925,-0.0074,-1.6324,50.0,-6.27,-3.92,-0.11,39.7,39.7,0,45.0,idle,
2026-04-24T11:22:00,142.0,3.9358,6.3,24.29,0,74.7,3.85,4.0,3.925,-0.0108,-1.6431,50.0,-9.15,-3.94,-0.19,36.7,36.7,0,45.0,idle,
2026-04-24T11:23:00,143.0,3.9314,4.1,24.21,0,74.7,3.85,4.0,3.925,-0.0064,-1.6495,50.0,-5.46,-3.96,0.24,40.8,40.8,0,45.0,idle,
